;bait;baitGene;prey;preyGene;Protein names_x;Unnamed: 5;FlyBase;trueCounts;ucCounts;ccCounts;sumSPC;avgSPC;FC_A;FC_B;SP;compass;eScore;iRef;iRef2;intAct;intAct2;From;Entry;Reviewed;Entry Name;Protein names_y;Gene Names;Length;Gene Names (ORF);Gene Names (primary);Gene Names (synonym);Gene Ontology (GO);Organism (ID);VEuPathDB
541;MTCNK7H30;MTCNK7H30;C7LAH9;Moe;Moesin/ezrin/radixin homolog 1;;"FBgn0011661;";0|1|0;3|7|0;-;1;0,333333333;0,29729348;0,27690974;0,0;0;0;0;0;0;0;C7LAH9;C7LAH9;unreviewed;C7LAH9_DROME;Moesin/ezrin/radixin homolog 1;Moe anon-WO03040301.155 anon-WO03040301.157 anon-WO03040301.159 anon-WO03040301.161 D17 Dmel\CG10701 DMoe Dmoe dMoe EMR1 Emr1 ERM GMA gma l(1)G0067 l(1)G0323 l(1)G0404 l(1)G0415 moe Moe-RB Moes moesin CG10701 Dmel_CG10701;646,0;CG10701 Dmel_CG10701;Moe;anon-WO03040301.155 anon-WO03040301.157 anon-WO03040301.159 anon-WO03040301.161 D17 Dmel\CG10701 DMoe Dmoe dMoe EMR1 Emr1 ERM GMA gma l(1)G0067 l(1)G0323 l(1)G0404 l(1)G0415 moe Moe-RB Moes moesin;"adherens junction [GO:0005912]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; plasma membrane [GO:0005886]; actin binding [GO:0003779]; animal organ morphogenesis [GO:0009887]; neuron differentiation [GO:0030182]";7227,0;FBgn0011661
542;MTCNK7H30;MTCNK7H30;A1Z9J3;shot;Short stop, isoform H;;"FBgn0013733;";23|15|33;70|94|150;-;71;23,66666667;0,272476122;0,262713923;0,0;0;0;0;0;0;0;A1Z9J3;A1Z9J3;unreviewed;A1Z9J3_DROME;Short stop, isoform H;shot 42/4 CG18637 Dmel\CG18076 Grv grv Kak kak kakp kop l(2)CA4 l(2)k03010 l(2)k04204 l(2)k05434 l(2)k05821 l(2)k10821 l(2)k15606 shortstop/kakapo Shot Su(Mir)1 CG18076 Dmel_CG18076;8805,0;CG18076 Dmel_CG18076;shot;42/4 CG18637 Dmel\CG18076 Grv grv Kak kak kakp kop l(2)CA4 l(2)k03010 l(2)k04204 l(2)k05434 l(2)k05821 l(2)k10821 l(2)k15606 shortstop/kakapo Shot Su(Mir)1;"adherens junction [GO:0005912]; anterior cell cortex [GO:0061802]; astral microtubule [GO:0000235]; axonal growth cone [GO:0044295]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; filopodium [GO:0030175]; fusome [GO:0045169]; growth cone [GO:0030426]; hemidesmosome [GO:0030056]; lateral cell cortex [GO:0097575]; membrane [GO:0016020]; microtubule [GO:0005874]; microtubule plus-end [GO:0035371]; muscle tendon junction [GO:0005927]; actin binding [GO:0003779]; calcium ion binding [GO:0005509]; cytoskeletal anchor activity [GO:0008093]; microtubule binding [GO:0008017]; structural molecule activity [GO:0005198]; actin cytoskeleton organization [GO:0030036]; axon midline choice point recognition [GO:0016199]; axonogenesis [GO:0007409]; branch fusion, open tracheal system [GO:0035147]; branching involved in open tracheal system development [GO:0060446]; cortical microtubule organization [GO:0043622]; cytoplasmic microtubule organization [GO:0031122]; dendrite morphogenesis [GO:0048813]; dorsal closure [GO:0007391]; imaginal disc-derived wing morphogenesis [GO:0007476]; intermediate filament cytoskeleton organization [GO:0045104]; lumen formation, open tracheal system [GO:0035149]; microtubule bundle formation [GO:0001578]; microtubule cytoskeleton organization [GO:0000226]; microtubule-based process [GO:0007017]; muscle attachment [GO:0016203]; mushroom body development [GO:0016319]; negative regulation of microtubule depolymerization [GO:0007026]; oocyte fate determination [GO:0030716]; open tracheal system development [GO:0007424]; positive regulation of axon extension [GO:0045773]; positive regulation of filopodium assembly [GO:0051491]; regulation of axon extension [GO:0030516]; wound healing [GO:0042060]";7227,0;FBgn0013733
543;MTCNK7H30;MTCNK7H30;O76522;Kap-alpha3;Karyopherin alpha 3;;"FBgn0027338;";11|5|16;9|7|13;-;32;10,66666667;1,215393909;1,124819249;0,0;0;0;0;0;0;0;O76522;O76522;unreviewed;O76522_DROME;Karyopherin alpha 3;Kap-alpha3 Kap-alpha-3 CG9423;514,0;CG9423;Kap-alpha3;Kap-alpha-3;"cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; myosin binding [GO:0017022]; Notch binding [GO:0005112]; nuclear import signal receptor activity [GO:0061608]; nuclear localization sequence binding [GO:0008139]; anatomical structure morphogenesis [GO:0009653]; NLS-bearing protein import into nucleus [GO:0006607]; response to UV [GO:0009411]";7227,0;FBgn0027338
544;MTCNK7H30;MTCNK7H30;O62621;betaCOP;Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP);;"FBgn0025724;";26|29|53;47|61|115;-;108;36;0,564741828;0,559005138;0,0;0;0;0;0;0;0;O62621;O62621;reviewed;COPB2_DROME;Coatomer subunit beta' (Beta'-coat protein) (Beta'-COP);beta'COP CG6699;914,0;CG6699;beta'COP;;"COPI vesicle coat [GO:0030126]; Golgi membrane [GO:0000139]; Golgi stack [GO:0005795]; structural molecule activity [GO:0005198]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; intra-Golgi vesicle-mediated transport [GO:0006891]; intracellular protein transport [GO:0006886]; regulation of lipid storage [GO:0010883]; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum [GO:0006890]";7227,0;FBgn0025724
545;MTCNK7H30;MTCNK7H30;Q7PLB8;FASN3;Fatty acid synthase 3 (EC 1.-.-.-, EC 2.3.1.41);;"FBgn0287184;";7|6|1;4|7|2;-;14;4,666666667;1,256747175;0,987044476;0,0;0;0;0;0;0;0;Q7PLB8;Q7PLB8;unreviewed;Q7PLB8_DROME;Fatty acid synthase 3 (EC 1.-.-.-, EC 2.3.1.41);FASN3 80Ff DM_7289423 Dmel\CG17374 FAS FAS[CG17374] fasn3 FASN[CG17374] l(3)80Ff l(3)Lh4B l4B CG17374 Dmel_CG17374;2394,0;CG17374 Dmel_CG17374;FASN3;80Ff DM_7289423 Dmel\CG17374 FAS FAS[CG17374] fasn3 FASN[CG17374] l(3)80Ff l(3)Lh4B l4B;"(3R)-3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity [GO:0008693]; (3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity [GO:0047451]; (3R)-hydroxybutanoyl-[acyl-carrier-protein] hydratase activity [GO:0047450]; (3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase activity [GO:0008659]; (3R)-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity [GO:0004317]; 3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity [GO:0004316]; 3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315]; [acyl-carrier-protein] S-acetyltransferase activity [GO:0004313]; enoyl-[acyl-carrier-protein] reductase (NADPH, A-specific) activity [GO:0047117]; fatty acid synthase activity [GO:0004312]; myristoyl-[acyl-carrier-protein] hydrolase activity [GO:0016295]; oleoyl-[acyl-carrier-protein] hydrolase activity [GO:0004320]; palmitoyl-[acyl-carrier-protein] hydrolase activity [GO:0016296]; phosphopantetheine binding [GO:0031177]; fatty acid biosynthetic process [GO:0006633]";7227,0;FBgn0287184
546;MTCNK7H30;MTCNK7H30;Q9W2K4;Q9W2K4;LD44216p (Uncharacterized protein, isoform A);;"FBgn0034598;";1|0|0;2|0|0;-;1;0,333333333;0,771680891;0,698524497;0,0;0;0;0;0;0;0;Q9W2K4;Q9W2K4;unreviewed;Q9W2K4_DROME;LD44216p (Uncharacterized protein, isoform A);Isha cg4266 Dmel\CG4266 CG4266 Dmel_CG4266;1215,0;CG4266 Dmel_CG4266;Isha;cg4266 Dmel\CG4266;"nucleus [GO:0005634]; mRNA binding [GO:0003729]; RNA binding [GO:0003723]";7227,0;FBgn0034598
547;MTCNK7H30;MTCNK7H30;A0A0B4LEY1;Sec31;Secretory 31, isoform C;;"FBgn0033339;";3|0|1;5|5|9;-;4;1,333333333;0,380817709;0,297794386;0,0;0;0;0;0;0;0;A0A0B4LEY1;A0A0B4LEY1;unreviewed;A0A0B4LEY1_DROME;Secretory 31, isoform C;Sec31 Dmel\CG8266 dSec31p SEC31 sec31 SEC31A CG8266 Dmel_CG8266;1259,0;CG8266 Dmel_CG8266;Sec31;Dmel\CG8266 dSec31p SEC31 sec31 SEC31A;"COPII vesicle coat [GO:0030127]; COPII-coated ER to Golgi transport vesicle [GO:0030134]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; Golgi stack [GO:0005795]; structural molecule activity [GO:0005198]; COPII-coated vesicle budding [GO:0090114]; COPII-coated vesicle cargo loading [GO:0090110]; defense response to Gram-negative bacterium [GO:0050829]; endoplasmic reticulum organization [GO:0007029]; intracellular protein transport [GO:0006886]; positive regulation of innate immune response [GO:0045089]";7227,0;FBgn0033339
548;MTCNK7H30;MTCNK7H30;A0A0B4LGZ7;A0A0B4LGZ7;Uncharacterized protein, isoform H;;"FBgn0266446;";86|122|302;97|125|246;-;510;170;1,20427079;1,134853686;0,0;0;0;0;0;0;0;A0A0B4LGZ7;A0A0B4LGZ7;unreviewed;A0A0B4LGZ7_DROME;Uncharacterized protein, isoform H;Dmel\CG45076 CG6544 CG45076 Dmel_CG45076;619,0;CG45076 Dmel_CG45076;Dmel\CG45076;CG6544;;7227,0;FBgn0266446
549;MTCNK7H30;MTCNK7H30;P32100;RpL7;Large ribosomal subunit protein uL30 (60S ribosomal protein L7);;"FBgn0005593;";34|34|79;34|25|96;-;147;49;1,093788179;1,062668933;0,0;0;0;0;0;0;0;P32100;P32100;reviewed;RL7_DROME;Large ribosomal subunit protein uL30 (60S ribosomal protein L7);RpL7 CG4897;252,0;CG4897;RpL7;;"cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; pupariation [GO:0035073]";7227,0;FBgn0005593
550;MTCNK7H30;MTCNK7H30;Q9VRE0;Q9VRE0;dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18);;"FBgn0031149;";2|0|0;3|1|0;-;2;0,666666667;0,729866148;0,579766984;0,0;0;0;0;0;0;0;Q9VRE0;Q9VRE0;unreviewed;Q9VRE0_DROME;dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18);Stt3A Dmel\CG1518 STT CG1518 Dmel_CG1518;713,0;CG1518 Dmel_CG1518;Stt3A;Dmel\CG1518 STT;"endomembrane system [GO:0012505]; oligosaccharyltransferase complex [GO:0008250]; dolichyl-diphosphooligosaccharide-protein glycotransferase activity [GO:0004579]; metal ion binding [GO:0046872]; post-translational protein modification [GO:0043687]; protein N-linked glycosylation via asparagine [GO:0018279]";7227,0;FBgn0031149
551;MTCNK7H30;MTCNK7H30;P11996;Lsp1beta;Larval serum protein 1 beta chain (Hexamerin-1-beta);;"FBgn0002563;";67|97|115;70|86|91;-;279;93;1,248620167;1,246991863;0,0;0;0;0;0;0;0;P11996;P11996;reviewed;LSP1B_DROME;Larval serum protein 1 beta chain (Hexamerin-1-beta);Lsp1beta Lsp1-b CG4178;789,0;CG4178;Lsp1beta;Lsp1-b;"larval serum protein complex [GO:0005616]; nutrient reservoir activity [GO:0045735]";7227,0;FBgn0002563
552;MTCNK7H30;MTCNK7H30;P11997;Lsp1gamma;Larval serum protein 1 gamma chain (Hexamerin-1-gamma);;"FBgn0002564;";161|214|180;150|247|189;-;555;185;1,089018558;1,070530165;0,0;0;0;0;0;0;0;P11997;P11997;reviewed;LSP1G_DROME;Larval serum protein 1 gamma chain (Hexamerin-1-gamma);Lsp1gamma Lsp1-g CG6821;772,0;CG6821;Lsp1gamma;Lsp1-g;"larval serum protein complex [GO:0005616]; nutrient reservoir activity [GO:0045735]";7227,0;FBgn0002564
553;MTCNK7H30;MTCNK7H30;Q7KA66;Spn43Aa;Serpin 43Aa (Serpin, putative);;"FBgn0024294;";11|15|15;10|15|15;-;41;13,66666667;1,16286899;1,157268971;0,0;0;0;0;0;0;0;Q7KA66;Q7KA66;unreviewed;Q7KA66_DROME;Serpin 43Aa (Serpin, putative);Spn43Aa anon-WO0118057.1 Dmel\CG12172 SER1 Ser1 Spn43 Aa Spn43A CG12172 Dmel_CG12172;390,0;CG12172 Dmel_CG12172;Spn43Aa;anon-WO0118057.1 Dmel\CG12172 SER1 Ser1 Spn43 Aa Spn43A;"cytoplasm [GO:0005737]; extracellular space [GO:0005615]; serine-type endopeptidase inhibitor activity [GO:0004867]; negative regulation of peptidase activity [GO:0010466]; negative regulation of proteolysis [GO:0045861]";7227,0;FBgn0024294
554;MTCNK7H30;MTCNK7H30;M9MRD1;Msp300;Muscle-specific protein 300 kDa (Nesprin-like protein Msp300);;"FBgn0261836;";2|3|0;33|46|50;-;5;1,666666667;0,070953426;0,058717516;0,0;0;0;0;0;0;0;M9MRD1;M9MRD1;reviewed;MS300_DROME;Muscle-specific protein 300 kDa (Nesprin-like protein Msp300);Msp300 CG42768;12345,0;CG42768;Msp300;;"cytoplasm [GO:0005737]; cytosol [GO:0005829]; meiotic nuclear membrane microtubule tethering complex [GO:0034993]; nuclear envelope [GO:0005635]; nuclear outer membrane [GO:0005640]; perinuclear region of cytoplasm [GO:0048471]; Z disc [GO:0030018]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; protein kinase binding [GO:0019901]; actin filament organization [GO:0007015]; cell migration [GO:0016477]; cytoplasmic transport, nurse cell to oocyte [GO:0007303]; endoplasmic reticulum localization [GO:0051643]; female germline ring canal stabilization [GO:0008335]; flight [GO:0060361]; larval visceral muscle development [GO:0007523]; locomotion [GO:0040011]; mesoderm development [GO:0007498]; microtubule anchoring [GO:0034453]; mitochondrion localization [GO:0051646]; nuclear migration [GO:0007097]; nucleus localization [GO:0051647]; nucleus organization [GO:0006997]";7227,0;FBgn0261836
555;MTCNK7H30;MTCNK7H30;Q9VBX1;Clbn;Ribosome quality control complex subunit NEMF homolog (Protein Caliban);;"FBgn0259152;";15|3|17;25|32|58;-;35;11,66666667;0,385203342;0,312970977;0,0;0;0;0;0;0;0;Q9VBX1;Q9VBX1;reviewed;NEMF_DROME;Ribosome quality control complex subunit NEMF homolog (Protein Caliban);Clbn CG11847;992,0;CG11847;Clbn;;"cytoplasmic side of mitochondrial outer membrane [GO:0032473]; nucleus [GO:0005634]; RQC complex [GO:1990112]; ribosomal large subunit binding [GO:0043023]; tRNA binding [GO:0000049]; CAT tailing [GO:0140708]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902231]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:1902167]; protein export from nucleus [GO:0006611]; rescue of stalled ribosome [GO:0072344]; ribosome-associated ubiquitin-dependent protein catabolic process [GO:1990116]";7227,0;FBgn0259152
556;MTCNK7H30;MTCNK7H30;P50887;RpL22;Large ribosomal subunit protein eL22 (60S ribosomal protein L22);;"FBgn0015288;";145|373|371;122|298|353;-;889;296,3333333;1,335848834;1,283691464;0,0;0;0;0;0;0;0;P50887;P50887;reviewed;RL22_DROME;Large ribosomal subunit protein eL22 (60S ribosomal protein L22);RpL22 CG7434;299,0;CG7434;RpL22;;"cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]";7227,0;FBgn0015288
557;MTCNK7H30;MTCNK7H30;B5RJ67;Jupiter-RD;Microtubule-associated protein Jupiter;;;2|1|7;4|4|11;-;10;3,333333333;0,637099373;0,564306255;0,0;0;0;0;0;0;0;B5RJ67;B5RJ67;unreviewed;B5RJ67_DROME;Microtubule-associated protein Jupiter;Jupiter-RD;230,0;;Jupiter-RD;;"cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; spindle [GO:0005819]";7227,0;FBgn0051363
558;MTCNK7H30;MTCNK7H30;Q9GU68;eIF-5A;Eukaryotic translation initiation factor 5A (eIF-5A);;"FBgn0285952;";0|1|0;0|0|1;-;1;0,333333333;1,099238222;1,023869645;0,0;0;0;0;0;0;0;Q9GU68;Q9GU68;reviewed;IF5A_DROME;Eukaryotic translation initiation factor 5A (eIF-5A);eEF5 CG3186;159,0;CG3186;eEF5;;"cytoplasm [GO:0005737]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; translation elongation factor activity [GO:0003746]; positive regulation of mitochondrial translation [GO:0070131]; positive regulation of translational elongation [GO:0045901]; positive regulation of translational termination [GO:0045905]; sexual reproduction [GO:0019953]; translational elongation [GO:0006414]";7227,0;FBgn0285952
559;MTCNK7H30;MTCNK7H30;Q9VXY3;Q9VXY3;Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-);;"FBgn0030612;";11|2|0;7|29|3;-;13;4,333333333;0,502115413;0,2680444;0,0;0;0;0;0;0;0;Q9VXY3;Q9VXY3;unreviewed;Q9VXY3_DROME;Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.-);Dbct Dmel\CG5599 CG5599 Dmel_CG5599;462,0;CG5599 Dmel_CG5599;Dbct;Dmel\CG5599;"cytoplasm [GO:0005737]; mitochondrion [GO:0005739]; acetyltransferase activity [GO:0016407]; dihydrolipoyllysine-residue (2-methylpropanoyl)transferase activity [GO:0043754]; lipoic acid binding [GO:0031405]; branched-chain amino acid catabolic process [GO:0009083]; isoleucine catabolic process [GO:0006550]; leucine catabolic process [GO:0006552]; valine catabolic process [GO:0006574]";7227,0;FBgn0030612
560;MTCNK7H30;MTCNK7H30;M9PC99;Sec24CD;Secretory 24CD, isoform C;;"FBgn0262126;";0|0|2;5|4|8;-;2;0,666666667;0,237746809;0,209001942;0,0;0;0;0;0;0;0;M9PC99;M9PC99;unreviewed;M9PC99_DROME;Secretory 24CD, isoform C;Sec24CD BcDNA:LP05220 Dmel\CG10882 FBgn0031408 Gho gho Sec24 sec24 sfb3 Sten sten CG10882 Dmel_CG10882;1231,0;CG10882 Dmel_CG10882;Sec24CD;BcDNA:LP05220 Dmel\CG10882 FBgn0031408 Gho gho Sec24 sec24 sfb3 Sten sten;"COPII vesicle coat [GO:0030127]; endoplasmic reticulum exit site [GO:0070971]; endoplasmic reticulum membrane [GO:0005789]; SNARE binding [GO:0000149]; zinc ion binding [GO:0008270]; basement membrane organization [GO:0071711]; cell morphogenesis [GO:0000902]; chitin-based cuticle development [GO:0040003]; COPII-coated vesicle cargo loading [GO:0090110]; endoplasmic reticulum organization [GO:0007029]; Golgi organization [GO:0007030]; intracellular protein transport [GO:0006886]; lumen formation, open tracheal system [GO:0035149]; maintenance of cell polarity [GO:0030011]; muscle attachment [GO:0016203]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of cuticle pigmentation [GO:0048081]; positive regulation of extracellular matrix constituent secretion [GO:0003331]; protein localization to cell surface [GO:0034394]; protein localization to plasma membrane [GO:0072659]; protein secretion [GO:0009306]; regulation of cell shape [GO:0008360]; regulation of tube diameter, open tracheal system [GO:0035158]; regulation of tube size, open tracheal system [GO:0035151]";7227,0;FBgn0262126
561;MTCNK7H30;MTCNK7H30;Q9VT60;iPLA2-VIA;phospholipase A2 (EC 3.1.1.4);;"FBgn0036053;";0|2|0;6|7|5;-;2;0,666666667;0,240193975;0,201722105;0,0;0;0;0;0;0;0;Q9VT60;Q9VT60;unreviewed;Q9VT60_DROME;phospholipase A2 (EC 3.1.1.4);iPLA2-VIA diPLA2-VIA Dmel\CG6718 iPLA2-VIA-RD iPLA2beta iPLA[[2]]-VIA PLA2G6 CG6718 Dmel_CG6718;877,0;CG6718 Dmel_CG6718;iPLA2-VIA;diPLA2-VIA Dmel\CG6718 iPLA2-VIA-RD iPLA2beta iPLA[[2]]-VIA PLA2G6;"mitochondrion [GO:0005739]; calcium-independent phospholipase A2 activity [GO:0047499]; palmitoyl-CoA hydrolase activity [GO:0016290]; lipid catabolic process [GO:0016042]; positive regulation of ceramide biosynthetic process [GO:2000304]; positive regulation of response to oxidative stress [GO:1902884]; triglyceride homeostasis [GO:0070328]";7227,0;FBgn0036053
562;MTCNK7H30;MTCNK7H30;Q9VT61;Q9VT61;Ciz1 zinc finger protein, isoform A (Ciz1 zinc finger protein, isoform B) (LD27033p);;"FBgn0027567;";1|4|6;4|5|3;-;11;3,666666667;0,922216353;0,851895703;0,0;0;0;0;0;0;0;Q9VT61;Q9VT61;unreviewed;Q9VT61_DROME;Ciz1 zinc finger protein, isoform A (Ciz1 zinc finger protein, isoform B) (LD27033p);Ciz1 BcDNA:GH07921 dCIZ1 Dmel\CG8108 CG8108 Dmel_CG8108;919,0;CG8108 Dmel_CG8108;Ciz1;BcDNA:GH07921 dCIZ1 Dmel\CG8108;nucleus [GO:0005634];7227,0;FBgn0027567
563;MTCNK7H30;MTCNK7H30;Q7K3N4;Q7K3N4;GH26015p;;"FBgn0033679;";14|6|12;11|10|2;-;32;10,66666667;1,404653484;1,2881306;0,0;0;0;0;0;0;0;Q7K3N4;Q7K3N4;unreviewed;Q7K3N4_DROME;GH26015p;Dmel\CG8888 CG8888 Dmel_CG8888;388,0;CG8888 Dmel_CG8888;Dmel\CG8888;;"intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; estradiol 17-beta-dehydrogenase [NAD(P)] activity [GO:0004303]; oxidoreductase activity [GO:0016491]; testosterone dehydrogenase (NAD+) activity [GO:0047035]; steroid metabolic process [GO:0008202]";7227,0;FBgn0033679
564;MTCNK7H30;MTCNK7H30;A1Z734;LRR;Leucine-rich repeat, isoform B;;"FBgn0033212;";1|0|0;3|0|5;-;1;0,333333333;0,40122154;0,363185194;0,0;0;0;0;0;0;0;A1Z734;A1Z734;unreviewed;A1Z734_DROME;Leucine-rich repeat, isoform B;LRR CG1576 Dmel\CG1399 Dmel\LRR CG1399 Dmel_CG1399;1452,0;CG1399 Dmel_CG1399;LRR;CG1576 Dmel\CG1399 Dmel\LRR;"cytoplasm [GO:0005737]; lamellipodium [GO:0030027]; muscle tendon junction [GO:0005927]; plasma membrane [GO:0005886]; cell migration [GO:0016477]; cilium assembly [GO:0060271]; immune response [GO:0006955]; negative regulation of immune response [GO:0050777]; negative regulation of NIK/NF-kappaB signaling [GO:1901223]; regulation of Arp2/3 complex-mediated actin nucleation [GO:0034315]; response to insecticide [GO:0017085]";7227,0;FBgn0033212
565;MTCNK7H30;MTCNK7H30;Q9VVB4;Q9VVB4;Coiled-coil domain-containing protein 22 homolog;;"FBgn0036671;";0|0|1;2|2|3;-;1;0,333333333;0,385605245;0,367037012;0,0;0;0;0;0;0;0;Q9VVB4;Q9VVB4;reviewed;CCD22_DROME;Coiled-coil domain-containing protein 22 homolog;CG9951;555,0;CG9951;;;"cullin family protein binding [GO:0097602]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]";7227,0;FBgn0036671
566;MTCNK7H30;MTCNK7H30;Q9W1B9;RpL12;Large ribosomal subunit protein uL11 (60S ribosomal protein L12);;"FBgn0034968;";3|9|10;4|6|7;-;22;7,333333333;1,354993649;1,291061973;0,0;0;0;0;0;0;0;Q9W1B9;Q9W1B9;unreviewed;Q9W1B9_DROME;Large ribosomal subunit protein uL11 (60S ribosomal protein L12);RpL12 anon-EST:Posey236 Dmel\CG3195 L12 Q9W1B9_DROME Rp L12 RPL12 Rpl12 CG3195 Dmel_CG3195;165,0;CG3195 Dmel_CG3195;RpL12;anon-EST:Posey236 Dmel\CG3195 L12 Q9W1B9_DROME Rp L12 RPL12 Rpl12;"cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; large ribosomal subunit rRNA binding [GO:0070180]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; translation [GO:0006412]";7227,0;FBgn0034968
567;MTCNK7H30;MTCNK7H30;Q9VXK5;Q9VXK5;Putative rRNA methyltransferase (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase SPB1 homolog);;"FBgn0030720;";25|52|130;26|40|111;-;207;69;1,319085039;1,183290046;0,0;0;0;0;0;0;0;Q9VXK5;Q9VXK5;unreviewed;Q9VXK5_DROME;Putative rRNA methyltransferase (EC 2.1.1.-) (2'-O-ribose RNA methyltransferase SPB1 homolog);dSpb1 Dmel\CG8939 CG8939 Dmel_CG8939;817,0;CG8939 Dmel_CG8939;dSpb1;Dmel\CG8939;"nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; rRNA (guanine) methyltransferase activity [GO:0016435]; rRNA (uridine-2'-O-)-methyltransferase activity [GO:0008650]; maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]; maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]; rRNA methylation [GO:0031167]";7227,0;FBgn0030720
568;MTCNK7H30;MTCNK7H30;Q05856;SmB;Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB);;"FBgn0262601;";1|1|1;1|4|0;-;3;1;0,79316837;0,78848387;0,0;0;0;0;0;0;0;Q05856;Q05856;reviewed;RSMB_DROME;Small nuclear ribonucleoprotein-associated protein B (snRNP-B) (Sm protein B) (Sm-B) (SmB);SmB CG5352;199,0;CG5352;SmB;;"Cajal body [GO:0015030]; catalytic step 2 spliceosome [GO:0071013]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; pole plasm [GO:0045495]; precatalytic spliceosome [GO:0071011]; small nuclear ribonucleoprotein complex [GO:0030532]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2 snRNP [GO:0005686]; U2-type prespliceosome [GO:0071004]; U4 snRNP [GO:0005687]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U5 snRNP [GO:0005682]; RNA binding [GO:0003723]; germ cell development [GO:0007281]; gonad development [GO:0008406]; mRNA splicing, via spliceosome [GO:0000398]; spermatogenesis [GO:0007283]";7227,0;FBgn0262601
